"","week","age_group","total_vaccinated","perc_doses"
"357",2022-04-24,"18-49 years",10478,0.000761737817810896
"358",2022-04-24,"50-64 years",6529,0.00101699324211184
"359",2022-04-24,"65-74 years",5116,0.00157305609500816
"360",2022-04-24,"75+ years",3955,0.00181958294514797
"361",2022-05-01,"0-17 years",7664,0.00200702879080705
"362",2022-05-01,"18-49 years",9732,0.000707504527861771
"363",2022-05-01,"50-64 years",6325,0.000985217070969119
"364",2022-05-01,"65-74 years",4862,0.00149495675018172
"365",2022-05-01,"75+ years",3540,0.00162865325558124
"366",2022-05-08,"0-17 years",6757,0.00176950594199938
"367",2022-05-08,"18-49 years",9130,0.00066373986224599
"368",2022-05-08,"50-64 years",6284,0.000978830683631611
"369",2022-05-08,"65-74 years",4534,0.00139410405292553
"370",2022-05-08,"75+ years",3408,0.00156792381215279
"371",2022-05-15,"0-17 years",6897,0.00180616878525525
"372",2022-05-15,"18-49 years",9432,0.000685694893833973
"373",2022-05-15,"50-64 years",6620,0.00103116790669021
"374",2022-05-15,"65-74 years",4478,0.00137688529973545
"375",2022-05-15,"75+ years",3237,0.00148925157862048
"376",2022-05-22,"0-17 years",8001,0.00209528149207297
"377",2022-05-22,"18-49 years",9107,0.000662067790303858
"378",2022-05-22,"50-64 years",6429,0.00100141668763011
"379",2022-05-22,"65-74 years",4108,0.00126311853758669
"380",2022-05-22,"75+ years",2863,0.00131718482223986
"381",2022-05-29,"0-17 years",6721,0.00176007835373359
"382",2022-05-29,"18-49 years",7994,0.000581154048060727
"383",2022-05-29,"50-64 years",5058,0.00078786212568566
"384",2022-05-29,"65-74 years",3080,0.000947031425454483
"385",2022-05-29,"75+ years",2137,0.000983172883383366
"386",2022-06-05,"0-17 years",7064,0.00184990231971047
"387",2022-06-05,"18-49 years",8313,0.000604344958910286
"388",2022-06-05,"50-64 years",5261,0.000819482531283563
"389",2022-06-05,"65-74 years",3044,0.000935962226975145
"390",2022-06-05,"75+ years",2232,0.00102687967979021
"391",2022-06-12,"0-17 years",6705,0.00175588831450434
"392",2022-06-12,"18-49 years",7946,0.00057766450661628
"393",2022-06-12,"50-64 years",4490,0.000699387296229461
"394",2022-06-12,"65-74 years",2753,0.000846486205933828
"395",2022-06-12,"75+ years",1790,0.000823528058613114
"396",2022-06-19,"0-17 years",6033,0.00157990666687617
"397",2022-06-19,"18-49 years",7408,0.000538552562926428
"398",2022-06-19,"50-64 years",4274,0.000665741938548935
"399",2022-06-19,"65-74 years",2324,0.000714578257388383
"400",2022-06-19,"75+ years",1544,0.000710350459496452
"401",2022-06-26,"0-17 years",6318,0.00165454174064705
"402",2022-06-26,"18-49 years",7322,0.00053230046783846
"403",2022-06-26,"50-64 years",3942,0.000614027777669607
"404",2022-06-26,"65-74 years",2112,0.000649392977454502
"405",2022-06-26,"75+ years",1436,0.00066066273305499
"406",2022-07-03,"0-17 years",6381,0.00167104002011219
"407",2022-07-03,"18-49 years",7326,0.00053259126295883
"408",2022-07-03,"50-64 years",3473,0.000540973737150316
"409",2022-07-03,"65-74 years",2052,0.000630944313322272
"410",2022-07-03,"75+ years",1340,0.000616495865107024
"411",2022-07-10,"0-17 years",7258,0.00190070654536503
"412",2022-07-10,"18-49 years",8149,0.00059242235897509
"413",2022-07-10,"50-64 years",5013,0.000780852676168884
"414",2022-07-10,"65-74 years",2932,0.000901524720594982
"415",2022-07-10,"75+ years",1949,0.000896679433651933
"416",2022-07-17,"0-17 years",17083,0.00447365250957162
"417",2022-07-17,"18-49 years",8179,0.00059460332237787
"418",2022-07-17,"50-64 years",4908,0.000764497293963073
"419",2022-07-17,"65-74 years",2891,0.000888918133437958
"420",2022-07-17,"75+ years",2080,0.000956948805539261
"421",2022-07-24,"0-17 years",21457,0.00561910448386573
"422",2022-07-24,"18-49 years",7926,0.000576210531014426
"423",2022-07-24,"50-64 years",3880,0.000604370313890938
"424",2022-07-24,"65-74 years",2241,0.000689057605338797
"425",2022-07-24,"75+ years",1533,0.000705289672544081
"426",2022-07-31,"0-17 years",18137,0.00474967134379796
"427",2022-07-31,"18-49 years",7464,0.000542623694611617
"428",2022-07-31,"50-64 years",3163,0.000492686418256968
"429",2022-07-31,"65-74 years",1833,0.000563606689239632
"430",2022-07-31,"75+ years",1210,0.00055668656476082
"431",2022-08-07,"0-17 years",18127,0.00474705256927968
"432",2022-08-07,"18-49 years",6453,0.000469125227937938
"433",2022-08-07,"50-64 years",2599,0.000404834650980038
"434",2022-08-07,"65-74 years",1424,0.00043784829540493
"435",2022-08-07,"75+ years",893,0.000410843886224308
"436",2022-08-14,"0-17 years",15374,0.00402610394439818
"437",2022-08-14,"18-49 years",6949,0.000505183822863897
"438",2022-08-14,"50-64 years",2495,0.000388635034319044
"439",2022-08-14,"65-74 years",1402,0.000431083785223112
"440",2022-08-14,"75+ years",854,0.000392901096120447
"441",2022-08-21,"0-17 years",14016,0.00367047436481624
"442",2022-08-21,"18-49 years",6522,0.000474141443764331
